campaign_id,ad_channel,campaign_type,marketing_spend,conversion_rate,impressions
1124,TikTok,Seasonal,4050.6,0.06,18201
1125,Meta,Brand Awareness,5706.88,0.08,9344
1126,Google,Brand Awareness,1730.23,0.04,6560
1127,TikTok,Flash Sale,13913.18,0.16,31796
1128,Google,Flash Sale,10949.53,0.13,42230
1129,TikTok,Brand Awareness,14880.64,0.17,45308
1130,TikTok,Brand Awareness,7892.0,0.1,36571
1131,TikTok,Seasonal,18698.42,0.21,43433
1132,TikTok,Brand Awareness,8502.28,0.11,5721
1133,Email,Seasonal,13269.53,0.15,18412
1134,TikTok,Seasonal,1420.66,0.03,3689
1135,Google,Brand Awareness,6349.37,0.08,38130
1136,TikTok,Brand Awareness,2303.42,0.04,24170
1137,Google,Seasonal,11358.3,0.13,6975
1138,Meta,Flash Sale,12188.77,0.14,8037
1139,Email,Brand Awareness,8334.59,0.1,30106
1140,TikTok,Seasonal,9589.78,0.12,33704
1141,Meta,Flash Sale,5594.57,0.08,24151
1142,Google,Flash Sale,4094.08,0.06,47731
1143,Google,Flash Sale,9601.78,0.12,17706
1144,Meta,Seasonal,8533.03,0.11,25998
1145,TikTok,Flash Sale,12476.34,0.14,10766
1146,Google,Brand Awareness,2898.8,0.05,4417
1147,Google,Flash Sale,5391.49,0.07,12713
1148,Meta,Flash Sale,10417.57,0.12,34636
1149,TikTok,Brand Awareness,3089.61,0.05,19302
1150,Google,Flash Sale,18703.98,0.21,31197
1151,Meta,Brand Awareness,11539.14,0.14,33750
1152,TikTok,Seasonal,2874.75,0.05,21614
1153,Meta,Seasonal,15140.47,0.17,2073
1154,Google,Seasonal,5242.99,0.07,10537
1155,Email,Seasonal,1522.22,0.04,32421
1156,Google,Brand Awareness,14390.9,0.16,15332
1157,TikTok,Seasonal,14943.34,0.17,34881
1158,Email,Brand Awareness,14572.04,0.17,48352
1159,Google,Flash Sale,3958.79,0.06,1793
1160,Meta,Seasonal,13101.08,0.15,18400
1161,TikTok,Flash Sale,6543.35,0.09,17913
1162,Google,Flash Sale,3804.53,0.06,32679
1163,Meta,Seasonal,9334.52,0.11,17301
1164,Meta,Brand Awareness,12069.82,0.14,32534
1165,TikTok,Seasonal,9854.07,0.12,21185
1166,Meta,Flash Sale,3930.23,0.06,11432
1167,Email,Seasonal,19511.69,0.22,46703
1168,Google,Seasonal,5338.08,0.07,11827
1169,Email,Seasonal,6300.34,0.08,18519
1170,Email,Brand Awareness,10274.96,0.12,15666
1171,TikTok,Flash Sale,8479.6,0.1,43827
1172,Meta,Seasonal,18613.23,0.21,6207
1173,TikTok,Brand Awareness,15864.58,0.18,16679
1174,Google,Flash Sale,14550.12,0.17,11258
1175,Email,Brand Awareness,18485.15,0.2,22206
1176,Email,Seasonal,4375.46,0.06,32909
1177,Meta,Flash Sale,7758.06,0.1,3519
1178,Meta,Seasonal,2272.5,0.04,22791
1179,TikTok,Flash Sale,9693.36,0.12,2174
1180,TikTok,Flash Sale,5334.33,0.07,43733
1181,Meta,Flash Sale,16026.89,0.18,1147
1182,Meta,Brand Awareness,4624.26,0.07,44338
1183,TikTok,Brand Awareness,16385.32,0.18,17095
1184,Meta,Flash Sale,17985.59,0.2,14375
1185,Google,Seasonal,18181.9,0.2,5324
1186,TikTok,Seasonal,13424.93,0.15,24347
1187,Meta,Seasonal,5606.02,0.08,23419
1188,Meta,Seasonal,16162.89,0.18,41702
1189,Google,Seasonal,13534.63,0.16,30681
1190,Meta,Seasonal,2439.05,0.04,39970
1191,TikTok,Seasonal,4829.01,0.07,21451
1192,Meta,Flash Sale,7702.6,0.1,23278
1193,TikTok,Flash Sale,10030.77,0.12,13109
1194,Meta,Brand Awareness,16854.55,0.19,6166
1195,Email,Seasonal,8625.98,0.11,21440
1196,Email,Seasonal,8195.12,0.1,31751
1197,Meta,Brand Awareness,8114.55,0.1,38290
1198,TikTok,Brand Awareness,5407.71,0.07,48831
1199,TikTok,Seasonal,10523.0,0.13,27510
1200,Google,Flash Sale,1652.52,0.04,39714
1201,Meta,Brand Awareness,14737.65,0.17,4051
1202,Google,Brand Awareness,14540.56,0.17,1901
1203,Email,Brand Awareness,18280.07,0.2,35004
1204,Email,Flash Sale,2585.59,0.05,29668
1205,Email,Seasonal,13970.19,0.16,19822
1206,TikTok,Brand Awareness,5193.31,0.07,15700
1207,Meta,Brand Awareness,3679.94,0.06,32844
1208,TikTok,Brand Awareness,4900.33,0.07,27457
1209,Google,Seasonal,6682.52,0.09,2282
1210,TikTok,Brand Awareness,6669.43,0.09,14072
1211,TikTok,Flash Sale,17167.22,0.19,16805
1212,Email,Seasonal,9709.58,0.12,14432
1213,TikTok,Seasonal,4429.18,0.06,3399
1214,Google,Seasonal,3364.38,0.05,17404
1215,TikTok,Seasonal,4883.67,0.07,6813
1216,Google,Brand Awareness,6522.66,0.09,38467
1217,Meta,Flash Sale,8720.22,0.11,31202
1218,Google,Seasonal,18778.79,0.21,32046
1219,Meta,Seasonal,2131.34,0.04,11075
1220,Meta,Flash Sale,8651.32,0.11,28845
1221,Email,Brand Awareness,7296.47,0.09,31465
1222,Meta,Brand Awareness,15273.64,0.17,16191
1223,Google,Flash Sale,12557.99,0.15,18114
1224,Meta,Brand Awareness,13405.25,0.15,29989
1225,Google,Brand Awareness,8255.56,0.1,2988
1226,TikTok,Seasonal,19921.41,0.22,42343
1227,Google,Brand Awareness,3427.88,0.05,10695
1228,Email,Flash Sale,4345.27,0.06,3646
1229,TikTok,Seasonal,10162.03,0.12,24689
1230,Meta,Flash Sale,13263.9,0.15,25219
1231,Email,Seasonal,2161.16,0.04,27655
1232,TikTok,Seasonal,11508.39,0.14,9022
1233,Email,Flash Sale,3823.16,0.06,17319
1234,Google,Seasonal,4539.88,0.07,46655
1235,Email,Seasonal,8375.44,0.1,7821
1236,TikTok,Seasonal,17342.29,0.19,13228
1237,Google,Flash Sale,16833.38,0.19,25724
1238,Meta,Brand Awareness,5299.37,0.07,46705
1239,TikTok,Brand Awareness,13265.15,0.15,42882
1240,Google,Flash Sale,18823.51,0.21,48739
1241,Google,Brand Awareness,17286.75,0.19,14016
1242,Google,Brand Awareness,1981.19,0.04,6035
1243,Google,Seasonal,19160.42,0.21,39410
1244,Email,Brand Awareness,14591.85,0.17,47061
1245,TikTok,Seasonal,5390.83,0.07,4797
1246,Meta,Flash Sale,3837.62,0.06,35726
1247,Google,Seasonal,12295.47,0.14,30575
1248,Email,Brand Awareness,18597.31,0.21,3808
1249,Google,Seasonal,7555.39,0.1,49912
1250,Google,Seasonal,7863.23,0.1,26315
1251,Google,Flash Sale,8852.94,0.11,34362
1252,TikTok,Flash Sale,11513.51,0.14,3643
1253,Meta,Flash Sale,19504.87,0.22,4022
1254,TikTok,Brand Awareness,13388.28,0.15,39066
1255,Email,Brand Awareness,14579.72,0.17,38533
1256,Meta,Seasonal,14784.61,0.17,22650
1257,Meta,Seasonal,18226.71,0.2,20295
1258,Email,Brand Awareness,4222.86,0.06,8714
1259,TikTok,Brand Awareness,1311.16,0.03,16988
1260,Google,Brand Awareness,19750.66,0.22,10649
1261,Email,Brand Awareness,6738.93,0.09,5771
1262,TikTok,Seasonal,9729.39,0.12,18501
1263,Google,Brand Awareness,13006.73,0.15,34678
1264,Meta,Brand Awareness,8478.32,0.1,22944
1265,Google,Brand Awareness,3470.13,0.05,22062
1266,Meta,Seasonal,15021.74,0.17,48839
1267,Email,Seasonal,17159.92,0.19,48580
1268,Google,Seasonal,19084.34,0.21,38055
1269,Email,Seasonal,13995.63,0.16,6844
1270,Google,Seasonal,5062.87,0.07,11765
1271,TikTok,Seasonal,6569.67,0.09,31653
1272,Google,Brand Awareness,17061.37,0.19,12055
1273,Google,Seasonal,17555.79,0.2,30605
1274,Meta,Seasonal,14648.84,0.17,5926
1275,Meta,Brand Awareness,18679.14,0.21,36790
1276,TikTok,Flash Sale,3852.54,0.06,2910
1277,Email,Brand Awareness,19498.55,0.21,5003
1278,Google,Brand Awareness,8110.04,0.1,12202
1279,Email,Seasonal,7084.78,0.09,46006
1280,Google,Brand Awareness,1059.36,0.03,39707
1281,TikTok,Seasonal,10866.0,0.13,40660
1282,Google,Brand Awareness,2735.64,0.05,6505
1283,Email,Flash Sale,10391.97,0.12,26591
1284,Email,Flash Sale,2458.57,0.04,41005
1285,TikTok,Brand Awareness,2342.7,0.04,38801
1286,Google,Brand Awareness,14012.21,0.16,18650
1287,Google,Seasonal,5066.75,0.07,19323
1288,Meta,Flash Sale,6516.86,0.09,41067
1289,Google,Flash Sale,6102.53,0.08,27535
1290,Meta,Brand Awareness,16396.32,0.18,12262
1291,Email,Flash Sale,11643.66,0.14,24973
1292,Meta,Seasonal,7978.59,0.1,13724
1293,TikTok,Brand Awareness,18892.09,0.21,16467
1294,TikTok,Flash Sale,14076.33,0.16,14257
1295,TikTok,Seasonal,5920.66,0.08,2052
1296,Google,Brand Awareness,2580.07,0.05,39779
1297,TikTok,Flash Sale,13574.61,0.16,11668
1298,TikTok,Flash Sale,10399.75,0.12,11983
1299,TikTok,Brand Awareness,17909.33,0.2,41216
1300,Google,Seasonal,17892.42,0.2,3809
1301,TikTok,Seasonal,10726.78,0.13,14654
1302,Google,Flash Sale,12605.93,0.15,20874
1303,TikTok,Brand Awareness,12167.6,0.14,28084
1304,Meta,Seasonal,1591.06,0.04,47371
1305,TikTok,Brand Awareness,11375.74,0.13,7068
1306,Email,Flash Sale,9308.26,0.11,2587
1307,Email,Flash Sale,13977.95,0.16,22027
1308,Google,Brand Awareness,9661.9,0.12,44894
1309,Email,Seasonal,6283.02,0.08,5149
1310,Meta,Seasonal,2162.42,0.04,38791
1311,Meta,Seasonal,5449.21,0.07,11915
1312,Email,Brand Awareness,12192.8,0.14,49736
1313,Email,Brand Awareness,8611.61,0.11,47890
1314,Google,Seasonal,19843.94,0.22,4633
1315,Meta,Seasonal,17828.69,0.2,2840
1316,TikTok,Brand Awareness,2526.14,0.05,33043
1317,Email,Seasonal,11675.24,0.14,3650
1318,TikTok,Seasonal,19115.11,0.21,14765
1319,TikTok,Seasonal,2836.63,0.05,32324
1320,Google,Seasonal,4367.23,0.06,27071
1321,Meta,Seasonal,19256.39,0.21,8547
1322,Google,Flash Sale,16385.9,0.18,9912
1323,Email,Flash Sale,14787.65,0.17,14657
1324,Google,Seasonal,12111.58,0.14,19641
1325,Meta,Seasonal,15937.2,0.18,39758
1326,Google,Seasonal,5072.23,0.07,30735
1327,Meta,Seasonal,6091.93,0.08,17997
1328,Meta,Brand Awareness,13369.97,0.15,33430
1329,Meta,Seasonal,3666.5,0.06,9289
1330,Meta,Seasonal,10240.08,0.12,9171
1331,Email,Brand Awareness,6546.28,0.09,45372
1332,Email,Flash Sale,13247.0,0.15,1179
1333,Meta,Seasonal,19921.84,0.22,30447
1334,TikTok,Flash Sale,14037.72,0.16,8038
1335,Email,Seasonal,2233.23,0.04,17154
1336,Email,Seasonal,10025.32,0.12,8484
1337,Email,Brand Awareness,17488.82,0.19,17630
1338,Email,Flash Sale,13063.37,0.15,29670
1339,Google,Seasonal,17200.01,0.19,18432
1340,Email,Brand Awareness,7356.6,0.09,31628
1341,TikTok,Brand Awareness,18683.38,0.21,1198
1342,Email,Flash Sale,4932.11,0.07,40721
1343,TikTok,Seasonal,11028.56,0.13,27927
1344,Meta,Seasonal,3068.75,0.05,22123
1345,TikTok,Seasonal,12687.51,0.15,29232
1346,Google,Seasonal,3783.56,0.06,44303
1347,Email,Seasonal,12563.05,0.15,48903
1348,TikTok,Brand Awareness,9453.1,0.11,34629
1349,Google,Flash Sale,6295.81,0.08,32084
1350,Google,Seasonal,18370.4,0.2,34482
1351,Google,Flash Sale,11315.73,0.13,3826
1352,Email,Brand Awareness,19142.78,0.21,43095
1353,Google,Flash Sale,3371.54,0.05,39078
1354,Meta,Brand Awareness,4735.15,0.07,18355
1355,TikTok,Seasonal,6834.57,0.09,26292
1356,Meta,Flash Sale,7517.45,0.1,36036
1357,Google,Flash Sale,14811.71,0.17,2445
1358,Email,Seasonal,13173.93,0.15,16246
1359,Email,Flash Sale,9342.98,0.11,46896
1360,TikTok,Brand Awareness,14777.57,0.17,3068
1361,Google,Brand Awareness,18433.28,0.2,9308
1362,TikTok,Flash Sale,12919.41,0.15,34880
1363,Meta,Brand Awareness,7945.89,0.1,39126
1364,Google,Seasonal,19361.97,0.21,9134
1365,Google,Seasonal,18533.67,0.21,32095
1366,Email,Brand Awareness,6671.39,0.09,43442
1367,TikTok,Seasonal,3962.8,0.06,20576
1368,Email,Flash Sale,11091.9,0.13,4276
1369,Google,Brand Awareness,7400.33,0.09,30531
1370,TikTok,Flash Sale,6115.95,0.08,25986
1371,TikTok,Seasonal,3543.59,0.06,4519
1372,Email,Flash Sale,11933.38,0.14,27295
1373,TikTok,Brand Awareness,15349.49,0.17,17462
1374,Meta,Seasonal,14288.55,0.16,6186
1375,Email,Seasonal,3900.19,0.06,10651
1376,TikTok,Brand Awareness,14148.58,0.16,39583
1377,Meta,Seasonal,10397.61,0.12,45023
1378,TikTok,Flash Sale,17851.74,0.2,43743
1379,Email,Brand Awareness,17334.81,0.19,41684
1380,Meta,Seasonal,3806.84,0.06,13558
1381,Google,Flash Sale,4669.09,0.07,22558
1382,Meta,Flash Sale,8228.44,0.1,1774
1383,TikTok,Flash Sale,8395.94,0.1,17671
1384,Meta,Flash Sale,3617.92,0.06,47175
1385,TikTok,Brand Awareness,18358.55,0.2,49191
1386,Email,Brand Awareness,19904.05,0.22,10013
1387,TikTok,Seasonal,19706.21,0.22,14351
1388,Email,Seasonal,9218.73,0.11,26683
1389,Google,Seasonal,13176.58,0.15,1976
1390,Google,Seasonal,13543.57,0.16,34287
1391,TikTok,Seasonal,3421.42,0.05,48481
1392,Meta,Seasonal,16568.03,0.19,21634
1393,Google,Flash Sale,7196.84,0.09,19281
1394,TikTok,Seasonal,12210.24,0.14,5838
1395,TikTok,Seasonal,15765.73,0.18,27137
1396,Meta,Flash Sale,3749.93,0.06,37304
1397,Google,Flash Sale,19049.55,0.21,35677
1398,Email,Flash Sale,6018.1,0.08,2531
1399,Meta,Flash Sale,7511.95,0.1,1962
1400,Email,Flash Sale,10577.35,0.13,30944
1401,Meta,Flash Sale,15413.69,0.17,7022
1402,Google,Flash Sale,7912.82,0.1,4499
1403,TikTok,Flash Sale,10598.0,0.13,34147
1404,Email,Seasonal,7390.46,0.09,47145
1405,Meta,Brand Awareness,13307.36,0.15,41044
1406,Email,Seasonal,8188.72,0.1,6904
1407,Google,Seasonal,6873.55,0.09,8613
1408,Google,Brand Awareness,12256.35,0.14,24771
1409,Google,Seasonal,17812.32,0.2,32710
1410,Email,Brand Awareness,8022.48,0.1,37394
1411,Google,Brand Awareness,7019.3,0.09,48248
1412,Google,Seasonal,6034.86,0.08,24055
1413,Meta,Flash Sale,5976.29,0.08,10921
1414,Meta,Brand Awareness,3810.31,0.06,17473
1415,Google,Flash Sale,15139.79,0.17,22888
1416,Google,Flash Sale,14628.68,0.17,27022
1417,TikTok,Brand Awareness,10860.91,0.13,2805
1418,TikTok,Flash Sale,14439.55,0.16,47147
1419,Google,Brand Awareness,19889.3,0.22,12608
1420,Google,Seasonal,10633.83,0.13,21939
1421,Email,Flash Sale,3161.12,0.05,3872
1422,Google,Seasonal,2113.96,0.04,44674
1423,Google,Seasonal,8516.41,0.11,19181
1424,TikTok,Brand Awareness,1849.79,0.04,41201
1425,Google,Flash Sale,14566.05,0.17,26422
1426,Google,Seasonal,7992.57,0.1,36830
1427,Meta,Brand Awareness,3944.21,0.06,13703
1428,TikTok,Flash Sale,5110.08,0.07,1527
1429,Meta,Flash Sale,19822.82,0.22,7931
1430,TikTok,Seasonal,15166.57,0.17,5570
1431,Email,Brand Awareness,14294.2,0.16,17598
1432,TikTok,Flash Sale,16836.73,0.19,22894
1433,Google,Seasonal,9627.24,0.12,16746
1434,Email,Seasonal,3305.54,0.05,46541
1435,Meta,Flash Sale,5595.52,0.08,46902
1436,TikTok,Brand Awareness,17451.84,0.19,7190
1437,Email,Brand Awareness,9234.19,0.11,31831
1438,Email,Brand Awareness,17569.2,0.2,11130
1439,Email,Seasonal,5974.01,0.08,1079
1440,TikTok,Flash Sale,17721.46,0.2,32934
1441,Meta,Brand Awareness,1174.32,0.03,42110
1442,Email,Flash Sale,6986.25,0.09,24538
1443,TikTok,Seasonal,11483.76,0.13,27683
1444,TikTok,Flash Sale,7311.41,0.09,39309
1445,TikTok,Flash Sale,13677.93,0.16,40853
1446,Meta,Seasonal,5687.4,0.08,38190
1447,Email,Flash Sale,9685.29,0.12,3659
1448,TikTok,Flash Sale,18177.55,0.2,20693
1449,Email,Flash Sale,10510.25,0.13,1559
1450,TikTok,Seasonal,15557.28,0.18,17759
1451,Google,Brand Awareness,17742.23,0.2,49165
1452,Meta,Seasonal,3367.62,0.05,37680
1453,Meta,Seasonal,8344.6,0.1,18087
1454,TikTok,Flash Sale,1175.22,0.03,31599
1455,TikTok,Seasonal,10806.14,0.13,29612
1456,TikTok,Seasonal,19283.1,0.21,6182
1457,Google,Flash Sale,19631.61,0.22,13148
1458,Meta,Seasonal,6181.76,0.08,30700
1459,TikTok,Seasonal,17203.32,0.19,44758
1460,Email,Seasonal,5225.34,0.07,44108
1461,Meta,Seasonal,6453.0,0.08,8880
1462,Meta,Flash Sale,1858.01,0.04,34127
1463,Meta,Brand Awareness,18336.34,0.2,45348
1464,TikTok,Flash Sale,18831.41,0.21,13340
1465,Google,Seasonal,3452.4,0.05,25083
1466,TikTok,Flash Sale,5491.68,0.07,44422
1467,Google,Flash Sale,12559.66,0.15,11779
1468,Google,Brand Awareness,7193.96,0.09,43262
1469,Meta,Seasonal,14650.52,0.17,10881
1470,Meta,Flash Sale,15458.77,0.17,15778
1471,Email,Seasonal,10155.93,0.12,34518
1472,Google,Seasonal,7200.86,0.09,26980
1473,TikTok,Flash Sale,8658.44,0.11,32357
1474,Google,Brand Awareness,16862.62,0.19,7955
1475,Google,Flash Sale,15630.75,0.18,12995
1476,Google,Brand Awareness,16948.66,0.19,4632
1477,TikTok,Seasonal,9330.9,0.11,1888
1478,Email,Brand Awareness,18960.63,0.21,24945
1479,Google,Flash Sale,8218.29,0.1,6667
1480,Google,Brand Awareness,18401.79,0.2,48244
1481,Google,Flash Sale,17660.94,0.2,12057
1482,TikTok,Seasonal,15770.09,0.18,14224
1483,Email,Seasonal,18007.8,0.2,5862
1484,Google,Flash Sale,9755.44,0.12,23224
1485,Google,Brand Awareness,9028.13,0.11,26049
1486,Meta,Seasonal,19034.38,0.21,11390
1487,Email,Seasonal,5192.27,0.07,47593
1488,Email,Flash Sale,1463.87,0.03,38512
1489,TikTok,Seasonal,8701.68,0.11,2510
1490,Email,Brand Awareness,6311.85,0.08,13220
1491,Google,Brand Awareness,18376.61,0.2,25311
1492,Meta,Flash Sale,5852.82,0.08,20641
1493,TikTok,Flash Sale,15021.01,0.17,44087
1494,Google,Flash Sale,6355.98,0.08,38315
1495,TikTok,Seasonal,12342.08,0.14,35460
1496,Meta,Brand Awareness,10109.01,0.12,44844
1497,Meta,Seasonal,4667.74,0.07,32374
1498,TikTok,Flash Sale,7333.97,0.09,39378
1499,Meta,Brand Awareness,15813.19,0.18,41038
1500,Email,Flash Sale,15170.22,0.17,35653
1501,TikTok,Brand Awareness,9558.94,0.12,24625
1502,TikTok,Seasonal,5317.19,0.07,14415
1503,TikTok,Seasonal,9192.5,0.11,18375
1504,Google,Seasonal,12420.84,0.14,37186
1505,TikTok,Seasonal,14222.0,0.16,31527
1506,Meta,Seasonal,1812.15,0.04,37640
1507,Meta,Brand Awareness,11259.64,0.13,16320
1508,Google,Seasonal,16665.03,0.19,13928
1509,Email,Flash Sale,9809.92,0.12,10305
1510,Google,Seasonal,16952.5,0.19,12340
1511,TikTok,Flash Sale,8934.5,0.11,5463
1512,Google,Flash Sale,2066.86,0.04,48330
1513,Meta,Flash Sale,2766.63,0.05,4279
1514,Meta,Seasonal,12330.47,0.14,21752
1515,Email,Seasonal,15656.22,0.18,42104
1516,Google,Seasonal,7867.62,0.1,46671
1517,Meta,Flash Sale,17230.27,0.19,7787
1518,Email,Flash Sale,14318.66,0.16,17680
1519,Meta,Flash Sale,7258.06,0.09,45507
1520,TikTok,Flash Sale,2565.25,0.05,2213
1521,TikTok,Seasonal,10532.77,0.13,41113
1522,Meta,Seasonal,6140.16,0.08,40173
1523,TikTok,Brand Awareness,4652.99,0.07,11067
1524,Meta,Seasonal,7741.23,0.1,39831
1525,Email,Seasonal,3276.82,0.05,31361
1526,Google,Flash Sale,15621.34,0.18,44466
1527,Meta,Brand Awareness,10919.59,0.13,11291
1528,TikTok,Brand Awareness,2332.09,0.04,11069
1529,Google,Flash Sale,19027.22,0.21,21270
1530,Meta,Flash Sale,13602.33,0.16,35129
1531,Meta,Seasonal,16086.07,0.18,20411
1532,TikTok,Brand Awareness,3041.96,0.05,5191
1533,Email,Brand Awareness,15288.89,0.17,30262
1534,Meta,Flash Sale,13483.23,0.15,28672
1535,Email,Seasonal,6574.81,0.09,7315
1536,Meta,Flash Sale,6433.25,0.08,41366
1537,Meta,Brand Awareness,8781.62,0.11,14553
1538,Email,Seasonal,15579.8,0.18,27060
1539,Meta,Seasonal,19025.47,0.21,15785
1540,Google,Flash Sale,16805.54,0.19,32606
1541,Google,Brand Awareness,17057.54,0.19,18458
1542,Email,Brand Awareness,12658.36,0.15,35946
1543,Email,Flash Sale,17087.78,0.19,25159
1544,TikTok,Brand Awareness,17875.06,0.2,34241
1545,TikTok,Seasonal,8065.73,0.1,38967
1546,Email,Brand Awareness,12362.87,0.14,41549
1547,TikTok,Flash Sale,3310.08,0.05,19074
1548,Email,Brand Awareness,15610.7,0.18,39110
1549,Meta,Brand Awareness,3969.98,0.06,42943
1550,Email,Flash Sale,11898.51,0.14,19997
1551,Meta,Brand Awareness,5373.32,0.07,3696
1552,Meta,Seasonal,5310.09,0.07,10789
1553,Email,Seasonal,3976.77,0.06,39808
1554,TikTok,Flash Sale,15475.05,0.17,30414
1555,Google,Brand Awareness,10514.81,0.13,14372
1556,Email,Flash Sale,1034.77,0.03,44598
1557,TikTok,Brand Awareness,4394.42,0.06,40148
1558,Meta,Seasonal,6773.86,0.09,42628
1559,TikTok,Flash Sale,1129.68,0.03,40143
1560,Meta,Flash Sale,18486.34,0.2,22824
1561,Meta,Brand Awareness,5255.03,0.07,13113
1562,Meta,Brand Awareness,14747.63,0.17,23708
1563,TikTok,Seasonal,4669.98,0.07,27612
1564,Google,Flash Sale,6634.15,0.09,21218
1565,Meta,Flash Sale,10667.61,0.13,29728
1566,Meta,Seasonal,12487.41,0.14,22847
1567,Meta,Seasonal,7533.98,0.1,43225
1568,Meta,Flash Sale,2307.88,0.04,36606
1569,Email,Brand Awareness,9100.07,0.11,21036
1570,Google,Flash Sale,14155.83,0.16,28843
1571,Email,Brand Awareness,3421.01,0.05,5279
1572,TikTok,Seasonal,1429.81,0.03,40950
1573,Google,Brand Awareness,5672.61,0.08,16332
1574,TikTok,Seasonal,6971.13,0.09,43634
1575,Meta,Brand Awareness,14118.17,0.16,25309
1576,Meta,Seasonal,4394.0,0.06,29908
1577,TikTok,Brand Awareness,16764.03,0.19,35676
1578,Google,Seasonal,6239.61,0.08,12942
1579,Email,Brand Awareness,6487.67,0.08,6228
1580,Google,Flash Sale,1193.33,0.03,21684
1581,Google,Brand Awareness,3335.61,0.05,31453
1582,Google,Seasonal,1753.56,0.04,17293
1583,Google,Brand Awareness,14933.85,0.17,35807
1584,Email,Seasonal,15720.52,0.18,23495
1585,Email,Brand Awareness,16287.83,0.18,17078
1586,TikTok,Flash Sale,9965.62,0.12,44624
1587,Google,Flash Sale,6923.52,0.09,20017
1588,Email,Brand Awareness,8164.58,0.1,25786
1589,Email,Seasonal,3195.69,0.05,3291
1590,Google,Seasonal,10604.88,0.13,44861
1591,Meta,Brand Awareness,13790.9,0.16,7714
1592,Email,Brand Awareness,8086.72,0.1,3942
1593,TikTok,Brand Awareness,12759.98,0.15,34367
1594,Email,Flash Sale,6639.13,0.09,13880
1595,Google,Brand Awareness,5347.42,0.07,33336
1596,Google,Flash Sale,18037.03,0.2,7179
1597,Meta,Flash Sale,5752.55,0.08,9732
1598,TikTok,Flash Sale,4265.02,0.06,31266
1599,Meta,Seasonal,17351.31,0.19,18742
1600,TikTok,Brand Awareness,11604.06,0.14,31514
1601,Email,Flash Sale,18949.48,0.21,10447
1602,Google,Seasonal,10830.22,0.13,13610
1603,Email,Flash Sale,13493.01,0.15,46512
1604,Meta,Seasonal,10583.08,0.13,38436
1605,Email,Seasonal,2258.94,0.04,9949
1606,Meta,Seasonal,9650.7,0.12,8153
1607,TikTok,Flash Sale,4109.02,0.06,47526
1608,TikTok,Flash Sale,10959.95,0.13,17048
1609,Email,Seasonal,6101.65,0.08,10441
1610,Meta,Flash Sale,19176.84,0.21,41437
1611,Email,Seasonal,5991.64,0.08,43699
1612,Meta,Seasonal,2845.16,0.05,7966
1613,TikTok,Flash Sale,9852.72,0.12,37438
1614,Google,Brand Awareness,12092.91,0.14,16120
1615,Google,Seasonal,12050.17,0.14,27454
1616,Email,Seasonal,5031.39,0.07,34041
1617,Google,Seasonal,15882.02,0.18,14061
1618,Google,Brand Awareness,13750.79,0.16,35012
1619,Google,Seasonal,5097.6,0.07,17523
1620,Email,Seasonal,14459.39,0.16,30933
1621,TikTok,Flash Sale,9990.14,0.12,17052
1622,Google,Seasonal,1789.17,0.04,35300
1623,Google,Seasonal,19699.36,0.22,42675
1624,TikTok,Flash Sale,6049.02,0.08,38667
1625,Meta,Flash Sale,1214.12,0.03,43202
1626,TikTok,Seasonal,15278.64,0.17,10783
1627,TikTok,Brand Awareness,11212.27,0.13,13625
1628,Google,Brand Awareness,12605.55,0.15,10141
1629,Google,Flash Sale,10885.31,0.13,44618
1630,Email,Seasonal,19009.39,0.21,4524
1631,Email,Seasonal,19247.87,0.21,23993
1632,TikTok,Seasonal,18285.26,0.2,48874
1633,Meta,Brand Awareness,13157.03,0.15,20650
1634,TikTok,Flash Sale,1353.61,0.03,10758
1635,Meta,Flash Sale,17389.46,0.19,44789
1636,Meta,Flash Sale,11914.12,0.14,6019
1637,Meta,Brand Awareness,9204.75,0.11,4938
1638,Meta,Seasonal,14923.14,0.17,16420
1639,Meta,Seasonal,5041.15,0.07,23038
1640,TikTok,Flash Sale,16294.59,0.18,43127
1641,Meta,Flash Sale,5420.71,0.07,17323
1642,TikTok,Brand Awareness,11926.63,0.14,28510
1643,Meta,Flash Sale,19646.37,0.22,21381
1644,Email,Seasonal,15807.95,0.18,16710
1645,Email,Brand Awareness,14233.47,0.16,39812
1646,Google,Brand Awareness,3671.71,0.06,33530
1647,Google,Brand Awareness,12724.01,0.15,34248
1648,TikTok,Seasonal,17340.95,0.19,23131
1649,Meta,Flash Sale,19452.79,0.21,40239
1650,Email,Seasonal,12859.73,0.15,9505
1651,Email,Flash Sale,2721.86,0.05,37677
1652,Google,Seasonal,17561.07,0.2,12122
1653,Google,Flash Sale,7403.62,0.09,40483
1654,Email,Brand Awareness,17088.58,0.19,46225
1655,Email,Seasonal,12774.53,0.15,1289
1656,Google,Brand Awareness,5156.99,0.07,36271
1657,Google,Brand Awareness,19742.67,0.22,28858
1658,TikTok,Brand Awareness,15735.73,0.18,37048
1659,Google,Flash Sale,4376.54,0.06,2119
1660,Meta,Brand Awareness,7900.86,0.1,23083
1661,Email,Brand Awareness,19515.35,0.22,7452
1662,Email,Seasonal,14443.5,0.16,11060
1663,Email,Seasonal,8570.72,0.11,2790
1664,Google,Seasonal,4718.49,0.07,7403
1665,TikTok,Brand Awareness,19584.98,0.22,31082
1666,Meta,Flash Sale,1419.78,0.03,13185
