date,month,quarter,year,week_of_year,is_weekend,season
2026-06-10,6,2,2026,24,0,Summer
2026-06-11,6,2,2026,24,0,Summer
2026-06-12,6,2,2026,24,0,Summer
2026-06-13,6,2,2026,24,1,Summer
2026-06-14,6,2,2026,24,1,Summer
2026-06-15,6,2,2026,25,0,Summer
2026-06-16,6,2,2026,25,0,Summer
2026-06-17,6,2,2026,25,0,Summer
2026-06-18,6,2,2026,25,0,Summer
2026-06-19,6,2,2026,25,0,Summer
2026-06-20,6,2,2026,25,1,Summer
2026-06-21,6,2,2026,25,1,Summer
2026-06-22,6,2,2026,26,0,Summer
2026-06-23,6,2,2026,26,0,Summer
2026-06-24,6,2,2026,26,0,Summer
2026-06-25,6,2,2026,26,0,Summer
2026-06-26,6,2,2026,26,0,Summer
2026-06-27,6,2,2026,26,1,Summer
2026-06-28,6,2,2026,26,1,Summer
2026-06-29,6,2,2026,27,0,Summer
2026-06-30,6,2,2026,27,0,Summer
2026-07-01,7,3,2026,27,0,Summer
2026-07-02,7,3,2026,27,0,Summer
2026-07-03,7,3,2026,27,0,Summer
2026-07-04,7,3,2026,27,1,Summer
2026-07-05,7,3,2026,27,1,Summer
2026-07-06,7,3,2026,28,0,Summer
2026-07-07,7,3,2026,28,0,Summer
2026-07-08,7,3,2026,28,0,Summer
2026-07-09,7,3,2026,28,0,Summer
2026-07-10,7,3,2026,28,0,Summer
2026-07-11,7,3,2026,28,1,Summer
2026-07-12,7,3,2026,28,1,Summer
2026-07-13,7,3,2026,29,0,Summer
2026-07-14,7,3,2026,29,0,Summer
2026-07-15,7,3,2026,29,0,Summer
2026-07-16,7,3,2026,29,0,Summer
2026-07-17,7,3,2026,29,0,Summer
2026-07-18,7,3,2026,29,1,Summer
2026-07-19,7,3,2026,29,1,Summer
2026-07-20,7,3,2026,30,0,Summer
2026-07-21,7,3,2026,30,0,Summer
2026-07-22,7,3,2026,30,0,Summer
2026-07-23,7,3,2026,30,0,Summer
2026-07-24,7,3,2026,30,0,Summer
2026-07-25,7,3,2026,30,1,Summer
2026-07-26,7,3,2026,30,1,Summer
2026-07-27,7,3,2026,31,0,Summer
2026-07-28,7,3,2026,31,0,Summer
2026-07-29,7,3,2026,31,0,Summer
2026-07-30,7,3,2026,31,0,Summer
2026-07-31,7,3,2026,31,0,Summer
2026-08-01,8,3,2026,31,1,Summer
2026-08-02,8,3,2026,31,1,Summer
2026-08-03,8,3,2026,32,0,Summer
2026-08-04,8,3,2026,32,0,Summer
2026-08-05,8,3,2026,32,0,Summer
2026-08-06,8,3,2026,32,0,Summer
2026-08-07,8,3,2026,32,0,Summer
2026-08-08,8,3,2026,32,1,Summer
2026-08-09,8,3,2026,32,1,Summer
2026-08-10,8,3,2026,33,0,Summer
2026-08-11,8,3,2026,33,0,Summer
2026-08-12,8,3,2026,33,0,Summer
2026-08-13,8,3,2026,33,0,Summer
2026-08-14,8,3,2026,33,0,Summer
2026-08-15,8,3,2026,33,1,Summer
2026-08-16,8,3,2026,33,1,Summer
2026-08-17,8,3,2026,34,0,Summer
2026-08-18,8,3,2026,34,0,Summer
2026-08-19,8,3,2026,34,0,Summer
2026-08-20,8,3,2026,34,0,Summer
2026-08-21,8,3,2026,34,0,Summer
2026-08-22,8,3,2026,34,1,Summer
2026-08-23,8,3,2026,34,1,Summer
2026-08-24,8,3,2026,35,0,Summer
2026-08-25,8,3,2026,35,0,Summer
2026-08-26,8,3,2026,35,0,Summer
2026-08-27,8,3,2026,35,0,Summer
2026-08-28,8,3,2026,35,0,Summer
2026-08-29,8,3,2026,35,1,Summer
2026-08-30,8,3,2026,35,1,Summer
2026-08-31,8,3,2026,36,0,Summer
2026-09-01,9,3,2026,36,0,Autumn
2026-09-02,9,3,2026,36,0,Autumn
2026-09-03,9,3,2026,36,0,Autumn
2026-09-04,9,3,2026,36,0,Autumn
2026-09-05,9,3,2026,36,1,Autumn
2026-09-06,9,3,2026,36,1,Autumn
2026-09-07,9,3,2026,37,0,Autumn
2026-09-08,9,3,2026,37,0,Autumn
2026-09-09,9,3,2026,37,0,Autumn
2026-09-10,9,3,2026,37,0,Autumn
2026-09-11,9,3,2026,37,0,Autumn
2026-09-12,9,3,2026,37,1,Autumn
2026-09-13,9,3,2026,37,1,Autumn
2026-09-14,9,3,2026,38,0,Autumn
2026-09-15,9,3,2026,38,0,Autumn
2026-09-16,9,3,2026,38,0,Autumn
2026-09-17,9,3,2026,38,0,Autumn
2026-09-18,9,3,2026,38,0,Autumn
2026-09-19,9,3,2026,38,1,Autumn
2026-09-20,9,3,2026,38,1,Autumn
2026-09-21,9,3,2026,39,0,Autumn
2026-09-22,9,3,2026,39,0,Autumn
2026-09-23,9,3,2026,39,0,Autumn
2026-09-24,9,3,2026,39,0,Autumn
2026-09-25,9,3,2026,39,0,Autumn
2026-09-26,9,3,2026,39,1,Autumn
2026-09-27,9,3,2026,39,1,Autumn
2026-09-28,9,3,2026,40,0,Autumn
2026-09-29,9,3,2026,40,0,Autumn
2026-09-30,9,3,2026,40,0,Autumn
2026-10-01,10,4,2026,40,0,Autumn
2026-10-02,10,4,2026,40,0,Autumn
2026-10-03,10,4,2026,40,1,Autumn
2026-10-04,10,4,2026,40,1,Autumn
2026-10-05,10,4,2026,41,0,Autumn
2026-10-06,10,4,2026,41,0,Autumn
2026-10-07,10,4,2026,41,0,Autumn
2026-10-08,10,4,2026,41,0,Autumn
2026-10-09,10,4,2026,41,0,Autumn
2026-10-10,10,4,2026,41,1,Autumn
2026-10-11,10,4,2026,41,1,Autumn
2026-10-12,10,4,2026,42,0,Autumn
2026-10-13,10,4,2026,42,0,Autumn
2026-10-14,10,4,2026,42,0,Autumn
2026-10-15,10,4,2026,42,0,Autumn
2026-10-16,10,4,2026,42,0,Autumn
2026-10-17,10,4,2026,42,1,Autumn
2026-10-18,10,4,2026,42,1,Autumn
2026-10-19,10,4,2026,43,0,Autumn
2026-10-20,10,4,2026,43,0,Autumn
2026-10-21,10,4,2026,43,0,Autumn
2026-10-22,10,4,2026,43,0,Autumn
2026-10-23,10,4,2026,43,0,Autumn
2026-10-24,10,4,2026,43,1,Autumn
2026-10-25,10,4,2026,43,1,Autumn
2026-10-26,10,4,2026,44,0,Autumn
2026-10-27,10,4,2026,44,0,Autumn
2026-10-28,10,4,2026,44,0,Autumn
2026-10-29,10,4,2026,44,0,Autumn
2026-10-30,10,4,2026,44,0,Autumn
2026-10-31,10,4,2026,44,1,Autumn
2026-11-01,11,4,2026,44,1,Autumn
2026-11-02,11,4,2026,45,0,Autumn
2026-11-03,11,4,2026,45,0,Autumn
2026-11-04,11,4,2026,45,0,Autumn
2026-11-05,11,4,2026,45,0,Autumn
2026-11-06,11,4,2026,45,0,Autumn
2026-11-07,11,4,2026,45,1,Autumn
2026-11-08,11,4,2026,45,1,Autumn
2026-11-09,11,4,2026,46,0,Autumn
2026-11-10,11,4,2026,46,0,Autumn
2026-11-11,11,4,2026,46,0,Autumn
2026-11-12,11,4,2026,46,0,Autumn
2026-11-13,11,4,2026,46,0,Autumn
2026-11-14,11,4,2026,46,1,Autumn
2026-11-15,11,4,2026,46,1,Autumn
2026-11-16,11,4,2026,47,0,Autumn
2026-11-17,11,4,2026,47,0,Autumn
2026-11-18,11,4,2026,47,0,Autumn
2026-11-19,11,4,2026,47,0,Autumn
2026-11-20,11,4,2026,47,0,Autumn
2026-11-21,11,4,2026,47,1,Autumn
2026-11-22,11,4,2026,47,1,Autumn
2026-11-23,11,4,2026,48,0,Autumn
2026-11-24,11,4,2026,48,0,Autumn
2026-11-25,11,4,2026,48,0,Autumn
2026-11-26,11,4,2026,48,0,Autumn
2026-11-27,11,4,2026,48,0,Autumn
2026-11-28,11,4,2026,48,1,Autumn
2026-11-29,11,4,2026,48,1,Autumn
2026-11-30,11,4,2026,49,0,Autumn
2026-12-01,12,4,2026,49,0,Winter
2026-12-02,12,4,2026,49,0,Winter
2026-12-03,12,4,2026,49,0,Winter
2026-12-04,12,4,2026,49,0,Winter
2026-12-05,12,4,2026,49,1,Winter
2026-12-06,12,4,2026,49,1,Winter
2026-12-07,12,4,2026,50,0,Winter
2026-12-08,12,4,2026,50,0,Winter
2026-12-09,12,4,2026,50,0,Winter
2026-12-10,12,4,2026,50,0,Winter
2026-12-11,12,4,2026,50,0,Winter
2026-12-12,12,4,2026,50,1,Winter
2026-12-13,12,4,2026,50,1,Winter
2026-12-14,12,4,2026,51,0,Winter
2026-12-15,12,4,2026,51,0,Winter
2026-12-16,12,4,2026,51,0,Winter
2026-12-17,12,4,2026,51,0,Winter
2026-12-18,12,4,2026,51,0,Winter
2026-12-19,12,4,2026,51,1,Winter
2026-12-20,12,4,2026,51,1,Winter
2026-12-21,12,4,2026,52,0,Winter
2026-12-22,12,4,2026,52,0,Winter
2026-12-23,12,4,2026,52,0,Winter
2026-12-24,12,4,2026,52,0,Winter
2026-12-25,12,4,2026,52,0,Winter
2026-12-26,12,4,2026,52,1,Winter
2026-12-27,12,4,2026,52,1,Winter
2026-12-28,12,4,2026,53,0,Winter
2026-12-29,12,4,2026,53,0,Winter
2026-12-30,12,4,2026,53,0,Winter
2026-12-31,12,4,2026,53,0,Winter
2027-01-01,1,1,2027,53,0,Winter
2027-01-02,1,1,2027,53,1,Winter
2027-01-03,1,1,2027,53,1,Winter
2027-01-04,1,1,2027,1,0,Winter
2027-01-05,1,1,2027,1,0,Winter
2027-01-06,1,1,2027,1,0,Winter
2027-01-07,1,1,2027,1,0,Winter
2027-01-08,1,1,2027,1,0,Winter
2027-01-09,1,1,2027,1,1,Winter
2027-01-10,1,1,2027,1,1,Winter
2027-01-11,1,1,2027,2,0,Winter
2027-01-12,1,1,2027,2,0,Winter
2027-01-13,1,1,2027,2,0,Winter
2027-01-14,1,1,2027,2,0,Winter
2027-01-15,1,1,2027,2,0,Winter
2027-01-16,1,1,2027,2,1,Winter
2027-01-17,1,1,2027,2,1,Winter
2027-01-18,1,1,2027,3,0,Winter
2027-01-19,1,1,2027,3,0,Winter
2027-01-20,1,1,2027,3,0,Winter
2027-01-21,1,1,2027,3,0,Winter
2027-01-22,1,1,2027,3,0,Winter
2027-01-23,1,1,2027,3,1,Winter
2027-01-24,1,1,2027,3,1,Winter
2027-01-25,1,1,2027,4,0,Winter
2027-01-26,1,1,2027,4,0,Winter
2027-01-27,1,1,2027,4,0,Winter
2027-01-28,1,1,2027,4,0,Winter
2027-01-29,1,1,2027,4,0,Winter
2027-01-30,1,1,2027,4,1,Winter
2027-01-31,1,1,2027,4,1,Winter
2027-02-01,2,1,2027,5,0,Winter
2027-02-02,2,1,2027,5,0,Winter
2027-02-03,2,1,2027,5,0,Winter
2027-02-04,2,1,2027,5,0,Winter
2027-02-05,2,1,2027,5,0,Winter
2027-02-06,2,1,2027,5,1,Winter
2027-02-07,2,1,2027,5,1,Winter
2027-02-08,2,1,2027,6,0,Winter
2027-02-09,2,1,2027,6,0,Winter
2027-02-10,2,1,2027,6,0,Winter
2027-02-11,2,1,2027,6,0,Winter
2027-02-12,2,1,2027,6,0,Winter
2027-02-13,2,1,2027,6,1,Winter
2027-02-14,2,1,2027,6,1,Winter
2027-02-15,2,1,2027,7,0,Winter
2027-02-16,2,1,2027,7,0,Winter
2027-02-17,2,1,2027,7,0,Winter
2027-02-18,2,1,2027,7,0,Winter
2027-02-19,2,1,2027,7,0,Winter
2027-02-20,2,1,2027,7,1,Winter
2027-02-21,2,1,2027,7,1,Winter
2027-02-22,2,1,2027,8,0,Winter
2027-02-23,2,1,2027,8,0,Winter
2027-02-24,2,1,2027,8,0,Winter
2027-02-25,2,1,2027,8,0,Winter
2027-02-26,2,1,2027,8,0,Winter
2027-02-27,2,1,2027,8,1,Winter
2027-02-28,2,1,2027,8,1,Winter
2027-03-01,3,1,2027,9,0,Spring
2027-03-02,3,1,2027,9,0,Spring
2027-03-03,3,1,2027,9,0,Spring
2027-03-04,3,1,2027,9,0,Spring
2027-03-05,3,1,2027,9,0,Spring
2027-03-06,3,1,2027,9,1,Spring
2027-03-07,3,1,2027,9,1,Spring
2027-03-08,3,1,2027,10,0,Spring
2027-03-09,3,1,2027,10,0,Spring
2027-03-10,3,1,2027,10,0,Spring
2027-03-11,3,1,2027,10,0,Spring
2027-03-12,3,1,2027,10,0,Spring
2027-03-13,3,1,2027,10,1,Spring
2027-03-14,3,1,2027,10,1,Spring
2027-03-15,3,1,2027,11,0,Spring
2027-03-16,3,1,2027,11,0,Spring
2027-03-17,3,1,2027,11,0,Spring
2027-03-18,3,1,2027,11,0,Spring
2027-03-19,3,1,2027,11,0,Spring
2027-03-20,3,1,2027,11,1,Spring
2027-03-21,3,1,2027,11,1,Spring
2027-03-22,3,1,2027,12,0,Spring
2027-03-23,3,1,2027,12,0,Spring
2027-03-24,3,1,2027,12,0,Spring
2027-03-25,3,1,2027,12,0,Spring
2027-03-26,3,1,2027,12,0,Spring
2027-03-27,3,1,2027,12,1,Spring
2027-03-28,3,1,2027,12,1,Spring
2027-03-29,3,1,2027,13,0,Spring
2027-03-30,3,1,2027,13,0,Spring
2027-03-31,3,1,2027,13,0,Spring
2027-04-01,4,2,2027,13,0,Spring
2027-04-02,4,2,2027,13,0,Spring
2027-04-03,4,2,2027,13,1,Spring
2027-04-04,4,2,2027,13,1,Spring
2027-04-05,4,2,2027,14,0,Spring
2027-04-06,4,2,2027,14,0,Spring
2027-04-07,4,2,2027,14,0,Spring
2027-04-08,4,2,2027,14,0,Spring
2027-04-09,4,2,2027,14,0,Spring
2027-04-10,4,2,2027,14,1,Spring
2027-04-11,4,2,2027,14,1,Spring
2027-04-12,4,2,2027,15,0,Spring
2027-04-13,4,2,2027,15,0,Spring
2027-04-14,4,2,2027,15,0,Spring
2027-04-15,4,2,2027,15,0,Spring
2027-04-16,4,2,2027,15,0,Spring
2027-04-17,4,2,2027,15,1,Spring
2027-04-18,4,2,2027,15,1,Spring
2027-04-19,4,2,2027,16,0,Spring
2027-04-20,4,2,2027,16,0,Spring
2027-04-21,4,2,2027,16,0,Spring
2027-04-22,4,2,2027,16,0,Spring
2027-04-23,4,2,2027,16,0,Spring
2027-04-24,4,2,2027,16,1,Spring
2027-04-25,4,2,2027,16,1,Spring
2027-04-26,4,2,2027,17,0,Spring
2027-04-27,4,2,2027,17,0,Spring
2027-04-28,4,2,2027,17,0,Spring
2027-04-29,4,2,2027,17,0,Spring
2027-04-30,4,2,2027,17,0,Spring
2027-05-01,5,2,2027,17,1,Spring
2027-05-02,5,2,2027,17,1,Spring
2027-05-03,5,2,2027,18,0,Spring
2027-05-04,5,2,2027,18,0,Spring
2027-05-05,5,2,2027,18,0,Spring
2027-05-06,5,2,2027,18,0,Spring
2027-05-07,5,2,2027,18,0,Spring
2027-05-08,5,2,2027,18,1,Spring
2027-05-09,5,2,2027,18,1,Spring
2027-05-10,5,2,2027,19,0,Spring
2027-05-11,5,2,2027,19,0,Spring
2027-05-12,5,2,2027,19,0,Spring
2027-05-13,5,2,2027,19,0,Spring
2027-05-14,5,2,2027,19,0,Spring
2027-05-15,5,2,2027,19,1,Spring
2027-05-16,5,2,2027,19,1,Spring
2027-05-17,5,2,2027,20,0,Spring
2027-05-18,5,2,2027,20,0,Spring
2027-05-19,5,2,2027,20,0,Spring
2027-05-20,5,2,2027,20,0,Spring
2027-05-21,5,2,2027,20,0,Spring
2027-05-22,5,2,2027,20,1,Spring
2027-05-23,5,2,2027,20,1,Spring
2027-05-24,5,2,2027,21,0,Spring
2027-05-25,5,2,2027,21,0,Spring
2027-05-26,5,2,2027,21,0,Spring
2027-05-27,5,2,2027,21,0,Spring
2027-05-28,5,2,2027,21,0,Spring
2027-05-29,5,2,2027,21,1,Spring
2027-05-30,5,2,2027,21,1,Spring
2027-05-31,5,2,2027,22,0,Spring
2027-06-01,6,2,2027,22,0,Summer
2027-06-02,6,2,2027,22,0,Summer
2027-06-03,6,2,2027,22,0,Summer
2027-06-04,6,2,2027,22,0,Summer
2027-06-05,6,2,2027,22,1,Summer
2027-06-06,6,2,2027,22,1,Summer
2027-06-07,6,2,2027,23,0,Summer
2027-06-08,6,2,2027,23,0,Summer
2027-06-09,6,2,2027,23,0,Summer
2027-06-10,6,2,2027,23,0,Summer
2027-06-11,6,2,2027,23,0,Summer
2027-06-12,6,2,2027,23,1,Summer
2027-06-13,6,2,2027,23,1,Summer
2027-06-14,6,2,2027,24,0,Summer
2027-06-15,6,2,2027,24,0,Summer
2027-06-16,6,2,2027,24,0,Summer
2027-06-17,6,2,2027,24,0,Summer
2027-06-18,6,2,2027,24,0,Summer
2027-06-19,6,2,2027,24,1,Summer
2027-06-20,6,2,2027,24,1,Summer
2027-06-21,6,2,2027,25,0,Summer
2027-06-22,6,2,2027,25,0,Summer
2027-06-23,6,2,2027,25,0,Summer
2027-06-24,6,2,2027,25,0,Summer
2027-06-25,6,2,2027,25,0,Summer
2027-06-26,6,2,2027,25,1,Summer
2027-06-27,6,2,2027,25,1,Summer
2027-06-28,6,2,2027,26,0,Summer
2027-06-29,6,2,2027,26,0,Summer
2027-06-30,6,2,2027,26,0,Summer
2027-07-01,7,3,2027,26,0,Summer
2027-07-02,7,3,2027,26,0,Summer
2027-07-03,7,3,2027,26,1,Summer
2027-07-04,7,3,2027,26,1,Summer
2027-07-05,7,3,2027,27,0,Summer
2027-07-06,7,3,2027,27,0,Summer
2027-07-07,7,3,2027,27,0,Summer
2027-07-08,7,3,2027,27,0,Summer
2027-07-09,7,3,2027,27,0,Summer
2027-07-10,7,3,2027,27,1,Summer
2027-07-11,7,3,2027,27,1,Summer
2027-07-12,7,3,2027,28,0,Summer
2027-07-13,7,3,2027,28,0,Summer
2027-07-14,7,3,2027,28,0,Summer
2027-07-15,7,3,2027,28,0,Summer
2027-07-16,7,3,2027,28,0,Summer
2027-07-17,7,3,2027,28,1,Summer
2027-07-18,7,3,2027,28,1,Summer
2027-07-19,7,3,2027,29,0,Summer
2027-07-20,7,3,2027,29,0,Summer
2027-07-21,7,3,2027,29,0,Summer
2027-07-22,7,3,2027,29,0,Summer
2027-07-23,7,3,2027,29,0,Summer
2027-07-24,7,3,2027,29,1,Summer
2027-07-25,7,3,2027,29,1,Summer
2027-07-26,7,3,2027,30,0,Summer
2027-07-27,7,3,2027,30,0,Summer
2027-07-28,7,3,2027,30,0,Summer
2027-07-29,7,3,2027,30,0,Summer
2027-07-30,7,3,2027,30,0,Summer
2027-07-31,7,3,2027,30,1,Summer
2027-08-01,8,3,2027,30,1,Summer
2027-08-02,8,3,2027,31,0,Summer
2027-08-03,8,3,2027,31,0,Summer
2027-08-04,8,3,2027,31,0,Summer
2027-08-05,8,3,2027,31,0,Summer
2027-08-06,8,3,2027,31,0,Summer
2027-08-07,8,3,2027,31,1,Summer
2027-08-08,8,3,2027,31,1,Summer
2027-08-09,8,3,2027,32,0,Summer
2027-08-10,8,3,2027,32,0,Summer
2027-08-11,8,3,2027,32,0,Summer
2027-08-12,8,3,2027,32,0,Summer
2027-08-13,8,3,2027,32,0,Summer
2027-08-14,8,3,2027,32,1,Summer
2027-08-15,8,3,2027,32,1,Summer
2027-08-16,8,3,2027,33,0,Summer
2027-08-17,8,3,2027,33,0,Summer
2027-08-18,8,3,2027,33,0,Summer
2027-08-19,8,3,2027,33,0,Summer
2027-08-20,8,3,2027,33,0,Summer
2027-08-21,8,3,2027,33,1,Summer
2027-08-22,8,3,2027,33,1,Summer
2027-08-23,8,3,2027,34,0,Summer
2027-08-24,8,3,2027,34,0,Summer
2027-08-25,8,3,2027,34,0,Summer
2027-08-26,8,3,2027,34,0,Summer
2027-08-27,8,3,2027,34,0,Summer
2027-08-28,8,3,2027,34,1,Summer
2027-08-29,8,3,2027,34,1,Summer
2027-08-30,8,3,2027,35,0,Summer
2027-08-31,8,3,2027,35,0,Summer
2027-09-01,9,3,2027,35,0,Autumn
2027-09-02,9,3,2027,35,0,Autumn
2027-09-03,9,3,2027,35,0,Autumn
2027-09-04,9,3,2027,35,1,Autumn
2027-09-05,9,3,2027,35,1,Autumn
2027-09-06,9,3,2027,36,0,Autumn
2027-09-07,9,3,2027,36,0,Autumn
2027-09-08,9,3,2027,36,0,Autumn
2027-09-09,9,3,2027,36,0,Autumn
2027-09-10,9,3,2027,36,0,Autumn
2027-09-11,9,3,2027,36,1,Autumn
2027-09-12,9,3,2027,36,1,Autumn
2027-09-13,9,3,2027,37,0,Autumn
2027-09-14,9,3,2027,37,0,Autumn
2027-09-15,9,3,2027,37,0,Autumn
2027-09-16,9,3,2027,37,0,Autumn
2027-09-17,9,3,2027,37,0,Autumn
2027-09-18,9,3,2027,37,1,Autumn
2027-09-19,9,3,2027,37,1,Autumn
2027-09-20,9,3,2027,38,0,Autumn
2027-09-21,9,3,2027,38,0,Autumn
2027-09-22,9,3,2027,38,0,Autumn
2027-09-23,9,3,2027,38,0,Autumn
2027-09-24,9,3,2027,38,0,Autumn
2027-09-25,9,3,2027,38,1,Autumn
2027-09-26,9,3,2027,38,1,Autumn
2027-09-27,9,3,2027,39,0,Autumn
2027-09-28,9,3,2027,39,0,Autumn
2027-09-29,9,3,2027,39,0,Autumn
2027-09-30,9,3,2027,39,0,Autumn
2027-10-01,10,4,2027,39,0,Autumn
2027-10-02,10,4,2027,39,1,Autumn
2027-10-03,10,4,2027,39,1,Autumn
2027-10-04,10,4,2027,40,0,Autumn
2027-10-05,10,4,2027,40,0,Autumn
2027-10-06,10,4,2027,40,0,Autumn
2027-10-07,10,4,2027,40,0,Autumn
2027-10-08,10,4,2027,40,0,Autumn
2027-10-09,10,4,2027,40,1,Autumn
2027-10-10,10,4,2027,40,1,Autumn
2027-10-11,10,4,2027,41,0,Autumn
2027-10-12,10,4,2027,41,0,Autumn
2027-10-13,10,4,2027,41,0,Autumn
2027-10-14,10,4,2027,41,0,Autumn
2027-10-15,10,4,2027,41,0,Autumn
2027-10-16,10,4,2027,41,1,Autumn
2027-10-17,10,4,2027,41,1,Autumn
2027-10-18,10,4,2027,42,0,Autumn
2027-10-19,10,4,2027,42,0,Autumn
2027-10-20,10,4,2027,42,0,Autumn
2027-10-21,10,4,2027,42,0,Autumn
2027-10-22,10,4,2027,42,0,Autumn
2027-10-23,10,4,2027,42,1,Autumn
2027-10-24,10,4,2027,42,1,Autumn
2027-10-25,10,4,2027,43,0,Autumn
2027-10-26,10,4,2027,43,0,Autumn
2027-10-27,10,4,2027,43,0,Autumn
2027-10-28,10,4,2027,43,0,Autumn
2027-10-29,10,4,2027,43,0,Autumn
2027-10-30,10,4,2027,43,1,Autumn
2027-10-31,10,4,2027,43,1,Autumn
2027-11-01,11,4,2027,44,0,Autumn
2027-11-02,11,4,2027,44,0,Autumn
2027-11-03,11,4,2027,44,0,Autumn
2027-11-04,11,4,2027,44,0,Autumn
2027-11-05,11,4,2027,44,0,Autumn
2027-11-06,11,4,2027,44,1,Autumn
2027-11-07,11,4,2027,44,1,Autumn
2027-11-08,11,4,2027,45,0,Autumn
2027-11-09,11,4,2027,45,0,Autumn
2027-11-10,11,4,2027,45,0,Autumn
2027-11-11,11,4,2027,45,0,Autumn
2027-11-12,11,4,2027,45,0,Autumn
2027-11-13,11,4,2027,45,1,Autumn
2027-11-14,11,4,2027,45,1,Autumn
2027-11-15,11,4,2027,46,0,Autumn
2027-11-16,11,4,2027,46,0,Autumn
2027-11-17,11,4,2027,46,0,Autumn
2027-11-18,11,4,2027,46,0,Autumn
2027-11-19,11,4,2027,46,0,Autumn
2027-11-20,11,4,2027,46,1,Autumn
2027-11-21,11,4,2027,46,1,Autumn
2027-11-22,11,4,2027,47,0,Autumn
2027-11-23,11,4,2027,47,0,Autumn
2027-11-24,11,4,2027,47,0,Autumn
2027-11-25,11,4,2027,47,0,Autumn
2027-11-26,11,4,2027,47,0,Autumn
2027-11-27,11,4,2027,47,1,Autumn
2027-11-28,11,4,2027,47,1,Autumn
2027-11-29,11,4,2027,48,0,Autumn
2027-11-30,11,4,2027,48,0,Autumn
2027-12-01,12,4,2027,48,0,Winter
2027-12-02,12,4,2027,48,0,Winter
2027-12-03,12,4,2027,48,0,Winter
2027-12-04,12,4,2027,48,1,Winter
2027-12-05,12,4,2027,48,1,Winter
2027-12-06,12,4,2027,49,0,Winter
2027-12-07,12,4,2027,49,0,Winter
2027-12-08,12,4,2027,49,0,Winter
2027-12-09,12,4,2027,49,0,Winter
2027-12-10,12,4,2027,49,0,Winter
2027-12-11,12,4,2027,49,1,Winter
2027-12-12,12,4,2027,49,1,Winter
2027-12-13,12,4,2027,50,0,Winter
2027-12-14,12,4,2027,50,0,Winter
2027-12-15,12,4,2027,50,0,Winter
2027-12-16,12,4,2027,50,0,Winter
2027-12-17,12,4,2027,50,0,Winter
2027-12-18,12,4,2027,50,1,Winter
2027-12-19,12,4,2027,50,1,Winter
2027-12-20,12,4,2027,51,0,Winter
2027-12-21,12,4,2027,51,0,Winter
2027-12-22,12,4,2027,51,0,Winter
2027-12-23,12,4,2027,51,0,Winter
2027-12-24,12,4,2027,51,0,Winter
2027-12-25,12,4,2027,51,1,Winter
2027-12-26,12,4,2027,51,1,Winter
2027-12-27,12,4,2027,52,0,Winter
2027-12-28,12,4,2027,52,0,Winter
2027-12-29,12,4,2027,52,0,Winter
2027-12-30,12,4,2027,52,0,Winter
2027-12-31,12,4,2027,52,0,Winter
2028-01-01,1,1,2028,52,1,Winter
2028-01-02,1,1,2028,52,1,Winter
2028-01-03,1,1,2028,1,0,Winter
2028-01-04,1,1,2028,1,0,Winter
2028-01-05,1,1,2028,1,0,Winter
2028-01-06,1,1,2028,1,0,Winter
2028-01-07,1,1,2028,1,0,Winter
2028-01-08,1,1,2028,1,1,Winter
2028-01-09,1,1,2028,1,1,Winter
2028-01-10,1,1,2028,2,0,Winter
2028-01-11,1,1,2028,2,0,Winter
2028-01-12,1,1,2028,2,0,Winter
2028-01-13,1,1,2028,2,0,Winter
2028-01-14,1,1,2028,2,0,Winter
2028-01-15,1,1,2028,2,1,Winter
2028-01-16,1,1,2028,2,1,Winter
2028-01-17,1,1,2028,3,0,Winter
2028-01-18,1,1,2028,3,0,Winter
2028-01-19,1,1,2028,3,0,Winter
2028-01-20,1,1,2028,3,0,Winter
2028-01-21,1,1,2028,3,0,Winter
2028-01-22,1,1,2028,3,1,Winter
2028-01-23,1,1,2028,3,1,Winter
2028-01-24,1,1,2028,4,0,Winter
2028-01-25,1,1,2028,4,0,Winter
2028-01-26,1,1,2028,4,0,Winter
2028-01-27,1,1,2028,4,0,Winter
2028-01-28,1,1,2028,4,0,Winter
2028-01-29,1,1,2028,4,1,Winter
2028-01-30,1,1,2028,4,1,Winter
2028-01-31,1,1,2028,5,0,Winter
2028-02-01,2,1,2028,5,0,Winter
2028-02-02,2,1,2028,5,0,Winter
2028-02-03,2,1,2028,5,0,Winter
2028-02-04,2,1,2028,5,0,Winter
2028-02-05,2,1,2028,5,1,Winter
2028-02-06,2,1,2028,5,1,Winter
2028-02-07,2,1,2028,6,0,Winter
2028-02-08,2,1,2028,6,0,Winter
2028-02-09,2,1,2028,6,0,Winter
2028-02-10,2,1,2028,6,0,Winter
2028-02-11,2,1,2028,6,0,Winter
2028-02-12,2,1,2028,6,1,Winter
2028-02-13,2,1,2028,6,1,Winter
2028-02-14,2,1,2028,7,0,Winter
2028-02-15,2,1,2028,7,0,Winter
2028-02-16,2,1,2028,7,0,Winter
2028-02-17,2,1,2028,7,0,Winter
2028-02-18,2,1,2028,7,0,Winter
2028-02-19,2,1,2028,7,1,Winter
2028-02-20,2,1,2028,7,1,Winter
2028-02-21,2,1,2028,8,0,Winter
2028-02-22,2,1,2028,8,0,Winter
2028-02-23,2,1,2028,8,0,Winter
2028-02-24,2,1,2028,8,0,Winter
2028-02-25,2,1,2028,8,0,Winter
2028-02-26,2,1,2028,8,1,Winter
