transaction_id,date,product_id,store_id,customer_segment,units_sold,total_sales_revenue,total_discount_given,net_sales,gross_profit,return_rate
1773,2027-11-08,1773,10,Enterprise,26,8632.52,1291.85,7340.67,1024.49,0.05
1774,2027-11-09,1774,20,Enterprise,60,14537.4,1872.55,12664.85,1119.65,0.02
1775,2027-11-10,1775,8,Budget,40,9182.8,159.76,9023.039999999999,3811.84,0.01
1776,2027-11-11,1776,18,Enterprise,92,38528.68,1775.89,36752.79,15252.39,0.07
1777,2027-11-12,1777,13,Budget,35,11982.6,1688.97,10293.630000000001,2784.73,0.06
1778,2027-11-13,1778,18,Enterprise,83,17971.99,1994.53,15977.460000000001,2657.62,0.06
1779,2027-11-14,1779,5,Enterprise,43,19661.75,1863.11,17798.64,6913.19,0.04
1780,2027-11-15,1780,6,Premium,67,17955.33,2052.39,15902.940000000002,6209.38,0.09
1781,2027-11-16,1781,19,Enterprise,60,18211.8,752.46,17459.34,3995.94,0.03
1782,2027-11-17,1782,18,Enterprise,89,30972.89,1421.66,29551.23,7174.85,0.07
1783,2027-11-18,1783,20,Premium,84,14735.28,1084.48,13650.800000000001,5869.88,0.04
1784,2027-11-19,1784,4,Premium,92,13317.0,1406.98,11910.02,2299.7,0.05
1785,2027-11-20,1785,5,Enterprise,60,6498.6,181.64,6316.96,2695.96,0.02
1786,2027-11-21,1786,3,Premium,32,9067.2,1074.29,7992.910000000001,2262.67,0.05
1787,2027-11-22,1787,10,Premium,59,7055.22,84.75,6970.47,2874.69,0.03
1788,2027-11-23,1788,11,Premium,53,15531.12,1010.35,14520.77,6379.44,0.07
1789,2027-11-24,1789,13,Premium,27,13095.0,1464.15,11630.85,2284.26,0.05
1790,2027-11-25,1790,18,Premium,52,13187.72,1791.2,11396.519999999999,2781.68,0.05
1791,2027-11-26,1791,8,Budget,49,18853.24,2718.59,16134.650000000001,6326.81,0.05
1792,2027-11-27,1792,20,Budget,90,40641.3,4403.36,36237.94,15289.54,0.05
1793,2027-11-28,1793,13,Premium,41,17135.54,1414.63,15720.91,4709.54,0.1
1794,2027-11-29,1794,2,Budget,64,24190.72,1545.89,22644.83,8165.47,0.01
1795,2027-11-30,1795,17,Premium,26,7537.4,563.9,6973.5,1667.94,0.03
1796,2027-12-01,1796,3,Budget,101,44417.78,6218.3,38199.479999999996,11940.49,0.08
1797,2027-12-02,1797,4,Premium,97,40644.94,6090.61,34554.33,2977.92,0.06
1798,2027-12-03,1798,15,Budget,70,27500.9,2436.66,25064.24,5035.14,0.03
1799,2027-12-04,1799,16,Enterprise,50,15683.0,1411.68,14271.32,5300.82,0.09
1800,2027-12-05,1800,17,Budget,61,28518.72,3946.81,24571.91,2968.15,0.01
1801,2027-12-06,1801,1,Enterprise,69,24323.88,2545.03,21778.850000000002,6970.07,0.1
1802,2027-12-07,1802,1,Budget,102,40676.58,2100.45,38576.130000000005,15637.35,0.08
1803,2027-12-08,1803,15,Enterprise,69,13568.85,1995.94,11572.91,3115.58,0.05
1804,2027-12-09,1804,17,Premium,36,3354.48,300.31,3054.17,376.85,0.05
1805,2027-12-10,1805,7,Enterprise,42,6767.88,397.46,6370.42,1359.82,0.02
1806,2027-12-11,1806,11,Budget,117,38757.42,3816.42,34941.0,7223.7,0.05
1807,2027-12-12,1807,6,Enterprise,44,18526.64,1609.3,16917.34,3433.98,0.07
1808,2027-12-13,1808,17,Enterprise,64,20390.4,1751.98,18638.420000000002,8321.62,0.01
1809,2027-12-14,1809,10,Premium,36,12655.8,1037.34,11618.46,2405.7,0.06
1810,2027-12-15,1810,19,Enterprise,32,12448.64,1133.92,11314.72,1459.68,0.03
1811,2027-12-16,1811,18,Budget,124,19196.44,306.02,18890.42,6324.26,0.03
1812,2027-12-17,1812,13,Premium,117,30864.6,2460.08,28404.519999999997,12441.04,0.1
1813,2027-12-18,1813,17,Premium,125,37761.25,3884.75,33876.5,13430.25,0.08
1814,2027-12-19,1814,2,Premium,114,42233.58,5054.06,37179.520000000004,4239.22,0.03
1815,2027-12-20,1815,9,Premium,98,19309.92,2614.53,16695.39,3757.43,0.08
1816,2027-12-21,1816,7,Budget,22,5135.24,523.67,4611.57,778.29,0.06
1817,2027-12-22,1817,14,Premium,32,11618.88,1047.1,10571.779999999999,3630.98,0.01
1818,2027-12-23,1818,11,Budget,100,38522.0,1638.02,36883.98,6660.98,0.07
1819,2027-12-24,1819,1,Enterprise,88,27184.96,3453.37,23731.59,4142.79,0.05
1820,2027-12-25,1820,18,Premium,99,12290.85,453.95,11836.9,4107.97,0.07
1821,2027-12-26,1821,13,Budget,86,16133.6,862.14,15271.460000000001,4326.24,0.08
1822,2027-12-27,1822,18,Budget,34,6945.52,444.25,6501.27,2402.91,0.06
1823,2027-12-28,1823,12,Premium,95,18389.15,941.43,17447.72,6189.27,0.05
1824,2027-12-29,1824,19,Premium,83,35528.15,4010.93,31517.22,4921.53,0.02
1825,2027-12-30,1825,3,Enterprise,45,5985.45,209.07,5776.38,1845.18,0.02
1826,2027-12-31,1826,9,Enterprise,82,35533.88,3184.22,32349.659999999996,6134.26,0.07
1827,2028-01-01,1827,14,Budget,61,26905.88,1891.75,25014.13,10250.91,0.06
1828,2028-01-02,1828,3,Premium,80,39570.4,3024.98,36545.42,8555.82,0.08
1829,2028-01-03,1829,18,Budget,99,27288.36,2353.93,24934.43,9970.58,0.01
1830,2028-01-04,1830,17,Budget,110,31255.4,3646.72,27608.68,8721.68,0.09
1831,2028-01-05,1831,18,Premium,81,29604.69,4332.85,25271.839999999997,6193.91,0.06
1832,2028-01-06,1832,11,Budget,104,47671.52,3353.78,44317.74,7813.74,0.08
1833,2028-01-07,1833,20,Enterprise,49,12102.02,502.2,11599.82,2099.21,0.06
1834,2028-01-08,1834,17,Premium,88,15298.8,888.35,14410.449999999999,2995.97,0.02
1835,2028-01-09,1835,20,Enterprise,115,7817.7,1018.93,6798.7699999999995,1460.47,0.08
1836,2028-01-10,1836,16,Budget,88,34512.72,4783.17,29729.550000000003,5690.59,0.04
1837,2028-01-11,1837,5,Enterprise,23,9620.21,1136.33,8483.88,3624.67,0.09
1838,2028-01-12,1838,2,Enterprise,63,18299.61,1198.1,17101.510000000002,2714.83,0.01
1839,2028-01-13,1839,15,Enterprise,44,21138.48,3164.73,17973.75,2931.91,0.06
1840,2028-01-14,1840,2,Premium,58,7089.92,1011.53,6078.39,1871.65,0.08
1841,2028-01-15,1841,9,Enterprise,46,17456.54,2538.87,14917.670000000002,5728.71,0.02
1842,2028-01-16,1842,4,Budget,133,51461.69,7604.85,43856.840000000004,15594.34,0.05
1843,2028-01-17,1843,3,Premium,76,3806.84,444.19,3362.65,441.97,0.07
1844,2028-01-18,1844,12,Premium,121,39143.5,1921.46,37222.04,13253.15,0.04
1845,2028-01-19,1845,14,Premium,33,5481.63,287.6,5194.03,1876.54,0.07
1846,2028-01-20,1846,12,Enterprise,51,14937.39,1262.3,13675.09,1773.22,0.1
1847,2028-01-21,1847,3,Enterprise,82,7441.5,621.71,6819.79,1024.03,0.02
1848,2028-01-22,1848,3,Enterprise,70,28730.1,1247.71,27482.39,10066.39,0.02
1849,2028-01-23,1849,10,Premium,48,18074.88,1688.62,16386.260000000002,4956.02,0.07
1850,2028-01-24,1850,9,Premium,105,23101.05,2951.54,20149.51,1709.41,0.02
1851,2028-01-25,1851,18,Premium,57,19917.51,1998.47,17919.039999999997,4785.67,0.1
1852,2028-01-26,1852,15,Enterprise,59,21519.07,421.75,21097.32,6327.85,0.03
1853,2028-01-27,1853,12,Enterprise,47,9010.37,124.79,8885.58,2028.75,0.05
1854,2028-01-28,1854,20,Premium,38,7367.82,612.13,6755.69,968.29,0.04
1855,2028-01-29,1855,5,Premium,108,15068.16,1881.86,13186.3,1457.5,0.02
1856,2028-01-30,1856,12,Premium,116,28237.88,4187.17,24050.71,4762.23,0.01
1857,2028-01-31,1857,10,Premium,49,12002.55,1025.65,10976.9,2275.48,0.05
1858,2028-02-01,1858,13,Budget,59,23195.85,758.4,22437.449999999997,8748.86,0.06
1859,2028-02-02,1859,11,Premium,49,20140.47,2641.85,17498.620000000003,1551.57,0.08
1860,2028-02-03,1860,18,Premium,89,32533.06,3740.98,28792.08,2864.6,0.01
1861,2028-02-04,1861,16,Budget,60,4198.8,401.64,3797.1600000000003,1307.76,0.07
1862,2028-02-05,1862,9,Premium,46,18245.9,2605.61,15640.29,4108.09,0.02
1863,2028-02-06,1863,15,Budget,106,14196.58,1032.95,13163.63,1897.95,0.01
1864,2028-02-07,1864,14,Budget,108,14935.32,772.62,14162.699999999999,3584.1,0.08
1865,2028-02-08,1865,7,Budget,114,11087.64,1320.76,9766.88,2791.22,0.08
1866,2028-02-09,1866,18,Enterprise,34,3287.46,303.31,2984.15,1072.67,0.02
1867,2028-02-10,1867,2,Enterprise,18,5647.14,656.07,4991.070000000001,857.73,0.03
1868,2028-02-11,1868,7,Budget,122,57876.8,8635.76,49241.04,15673.96,0.03
1869,2028-02-12,1869,11,Budget,33,8065.86,233.52,7832.339999999999,3616.59,0.09
1870,2028-02-13,1870,3,Budget,72,15411.6,796.96,14614.64,3241.52,0.06
1871,2028-02-14,1871,9,Enterprise,68,15490.4,2194.75,13295.65,5505.57,0.03
1872,2028-02-15,1872,1,Budget,79,19832.16,1397.55,18434.61,4145.09,0.06
1873,2028-02-16,1873,6,Budget,43,21411.85,1961.0,19450.85,2671.39,0.07
1874,2028-02-17,1874,11,Enterprise,113,46768.44,2689.47,44078.97,15737.44,0.05
1875,2028-02-18,1875,19,Premium,51,21213.45,1661.87,19551.58,5099.2,0.09
1876,2028-02-19,1876,16,Budget,103,42788.26,665.87,42122.39,8881.2,0.05
1877,2028-02-20,1877,12,Premium,25,4061.0,455.71,3605.29,1043.29,0.06
1878,2028-02-21,1878,9,Premium,76,17986.92,1807.6,16179.319999999998,3488.84,0.05
1879,2028-02-22,1879,11,Enterprise,59,18517.74,2503.81,16013.930000000002,1901.13,0.08
1880,2028-02-23,1880,13,Premium,49,15845.13,297.9,15547.23,6722.33,0.1
1881,2028-02-24,1881,18,Enterprise,94,34847.68,2963.65,31884.03,5843.21,0.04
1882,2028-02-25,1882,13,Enterprise,62,12561.82,883.92,11677.9,5269.58,0.03
1883,2028-02-26,1883,17,Enterprise,36,15679.44,2173.43,13506.01,3246.01,0.09
1884,2028-02-27,1884,16,Enterprise,55,10534.15,552.05,9982.1,3769.85,0.09
1885,2028-02-28,1885,13,Budget,79,13736.52,495.47,13241.050000000001,3921.42,0.07
1886,2028-02-29,1886,11,Premium,69,26153.76,703.0,25450.76,10250.06,0.05
1887,2028-03-01,1887,19,Premium,48,17464.32,2531.54,14932.779999999999,4274.38,0.05
1888,2028-03-02,1888,10,Premium,97,46624.02,5546.89,41077.13,6616.91,0.02
1889,2028-03-03,1889,4,Budget,69,24181.74,3479.1,20702.640000000003,3910.8,0.09
1890,2028-03-04,1890,2,Premium,42,17043.6,754.41,16289.189999999999,5144.07,0.01
1891,2028-03-05,1891,18,Enterprise,34,16522.98,2133.84,14389.14,1307.98,0.05
1892,2028-03-06,1892,2,Budget,86,8706.64,382.59,8324.05,2629.99,0.05
1893,2028-03-07,1893,6,Premium,84,21711.48,751.6,20959.88,8148.2,0.02
1894,2028-03-08,1894,4,Premium,33,6760.71,891.63,5869.08,1919.64,0.04
1895,2028-03-09,1895,16,Budget,79,9308.57,321.37,8987.199999999999,4208.49,0.02
1896,2028-03-10,1896,7,Budget,59,24758.17,1119.2,23638.969999999998,7800.42,0.05
1897,2028-03-11,1897,4,Premium,66,23194.38,2120.27,21074.11,3465.97,0.02
1898,2028-03-12,1898,16,Enterprise,95,24697.15,2317.53,22379.620000000003,5889.52,0.02
1899,2028-03-13,1899,4,Budget,100,34736.0,2061.11,32674.89,11980.89,0.07
1900,2028-03-14,1900,8,Budget,50,8505.0,373.37,8131.63,3294.13,0.09
1901,2028-03-15,1901,9,Budget,93,16421.01,2363.82,14057.189999999999,1344.09,0.08
1902,2028-03-16,1902,3,Enterprise,74,8203.64,736.14,7467.499999999999,2651.58,0.08
1903,2028-03-17,1903,20,Budget,38,2887.24,316.95,2570.29,804.81,0.02
1904,2028-03-18,1904,10,Premium,69,33519.51,1696.07,31823.440000000002,9109.33,0.05
1905,2028-03-19,1905,13,Budget,84,27160.56,1170.74,25989.82,12248.26,0.07
1906,2028-03-20,1906,14,Premium,14,6239.66,329.24,5910.42,1404.8,0.01
1907,2028-03-21,1907,4,Budget,43,4112.09,518.42,3593.67,673.11,0.09
1908,2028-03-22,1908,5,Budget,39,11637.21,178.61,11458.599999999999,5039.98,0.1
1909,2028-03-23,1909,17,Budget,70,18964.4,2175.87,16788.530000000002,5140.53,0.05
1910,2028-03-24,1910,4,Enterprise,101,10877.7,1383.04,9494.66,3495.26,0.06
1911,2028-03-25,1911,19,Budget,45,13883.85,1524.02,12359.83,4222.48,0.06
1912,2028-03-26,1912,1,Enterprise,90,9017.1,1255.71,7761.39,2084.19,0.06
1913,2028-03-27,1913,4,Enterprise,19,1390.42,80.99,1309.43,521.88,0.09
1914,2028-03-28,1914,17,Budget,33,15567.42,1122.26,14445.16,6207.04,0.02
1915,2028-03-29,1915,4,Enterprise,45,16390.35,752.34,15638.009999999998,4342.11,0.03
1916,2028-03-30,1916,11,Enterprise,79,9322.0,871.01,8450.99,1160.08,0.09
1917,2028-03-31,1917,2,Enterprise,40,3959.2,593.05,3366.1499999999996,1302.15,0.04
1918,2028-04-01,1918,8,Premium,88,37583.92,2060.09,35523.83,16601.19,0.04
1919,2028-04-02,1919,14,Budget,65,3523.65,312.71,3210.94,831.94,0.03
1920,2028-04-03,1920,20,Premium,102,33440.7,4105.69,29335.01,4032.89,0.09
1921,2028-04-04,1921,10,Premium,64,16632.96,1919.92,14713.039999999999,3621.84,0.04
1922,2028-04-05,1922,5,Premium,89,39442.13,2654.19,36787.939999999995,10885.38,0.06
1923,2028-04-06,1923,19,Enterprise,99,11343.42,1247.19,10096.23,2843.49,0.09
1924,2028-04-07,1924,7,Enterprise,79,16483.35,2112.61,14370.739999999998,2824.89,0.03
1925,2028-04-08,1925,8,Enterprise,61,14416.74,1422.31,12994.43,2844.03,0.02
1926,2028-04-09,1926,10,Premium,73,29826.34,2313.67,27512.67,10888.38,0.04
1927,2028-04-10,1927,19,Premium,24,11744.16,1013.17,10730.99,4058.27,0.01
1928,2028-04-11,1928,19,Premium,20,9745.2,617.04,9128.16,1566.56,0.02
1929,2028-04-12,1929,8,Enterprise,59,11487.3,585.02,10902.279999999999,3471.23,0.04
1930,2028-04-13,1930,1,Premium,106,26899.62,1325.07,25574.55,5894.59,0.07
1931,2028-04-14,1931,12,Enterprise,39,15224.82,1810.17,13414.65,2445.9,0.09
1932,2028-04-15,1932,3,Budget,24,1733.04,103.09,1629.95,452.27,0.07
1933,2028-04-16,1933,4,Enterprise,66,28129.86,3196.67,24933.190000000002,9083.95,0.05
1934,2028-04-17,1934,11,Enterprise,37,5440.48,211.67,5228.8099999999995,1366.01,0.05
1935,2028-04-18,1935,2,Budget,97,37651.52,5119.24,32532.28,6026.06,0.09
1936,2028-04-19,1936,15,Enterprise,48,20120.64,1217.97,18902.67,8021.07,0.08
1937,2028-04-20,1937,4,Budget,74,8474.48,180.4,8294.08,3280.58,0.03
1938,2028-04-21,1938,3,Budget,94,23579.9,1092.81,22487.09,5176.05,0.03
1939,2028-04-22,1939,18,Budget,51,6309.72,794.36,5515.360000000001,1708.72,0.04
1940,2028-04-23,1940,18,Enterprise,43,15046.56,634.96,14411.599999999999,5150.69,0.03
1941,2028-04-24,1941,5,Enterprise,100,38663.0,3503.04,35159.96,6346.96,0.02
1942,2028-04-25,1942,15,Premium,91,19130.02,2079.32,17050.7,4257.92,0.1
1943,2028-04-26,1943,13,Premium,25,12043.25,1312.81,10730.44,1825.69,0.07
1944,2028-04-27,1944,19,Premium,37,15457.49,1774.7,13682.789999999999,4156.77,0.1
1945,2028-04-28,1945,11,Enterprise,94,33508.18,2222.38,31285.8,7834.68,0.04
1946,2028-04-29,1946,8,Enterprise,25,4667.0,289.02,4377.98,1205.48,0.01
1947,2028-04-30,1947,4,Budget,28,9998.8,1098.18,8900.619999999999,2685.46,0.07
1948,2028-05-01,1948,16,Budget,98,25365.34,2411.91,22953.43,5380.07,0.09
1949,2028-05-02,1949,20,Premium,35,10752.0,1033.63,9718.369999999999,3704.67,0.05
1950,2028-05-03,1950,13,Budget,42,8420.16,755.97,7664.19,2396.97,0.02
1951,2028-05-04,1951,4,Budget,43,17618.39,1674.69,15943.699999999999,6803.19,0.06
1952,2028-05-05,1952,14,Budget,57,16320.24,257.02,16063.22,6719.78,0.03
1953,2028-05-06,1953,9,Budget,32,12307.52,1220.72,11086.800000000001,1753.36,0.07
1954,2028-05-07,1954,20,Premium,29,4198.62,366.97,3831.6499999999996,1404.64,0.02
1955,2028-05-08,1955,16,Budget,40,7831.6,1162.66,6668.9400000000005,1016.54,0.06
1956,2028-05-09,1956,8,Enterprise,100,33876.0,5012.89,28863.11,8271.11,0.1
1957,2028-05-10,1957,7,Premium,17,5120.23,343.23,4777.0,1865.92,0.09
1958,2028-05-11,1958,13,Premium,61,26041.51,2480.93,23560.579999999998,8355.11,0.09
1959,2028-05-12,1959,13,Premium,42,16333.38,801.76,15531.619999999999,6101.78,0.02
1960,2028-05-13,1960,19,Premium,25,5579.75,605.8,4973.95,2135.7,0.06
1961,2028-05-14,1961,11,Premium,79,36076.93,1835.71,34241.22,15881.62,0.06
1962,2028-05-15,1962,5,Budget,68,24075.4,2501.94,21573.460000000003,2519.86,0.02
1963,2028-05-16,1963,5,Premium,88,36687.2,2955.12,33732.079999999994,12121.04,0.08
1964,2028-05-17,1964,20,Budget,94,15223.3,2236.1,12987.199999999999,4014.9,0.04
1965,2028-05-18,1965,19,Budget,82,14179.44,1141.54,13037.900000000001,5731.7,0.06
1966,2028-05-19,1966,10,Enterprise,56,3892.56,63.0,3829.56,946.12,0.07
1967,2028-05-20,1967,8,Premium,67,27318.58,3121.97,24196.61,7021.83,0.01
1968,2028-05-21,1968,16,Enterprise,69,4607.13,365.83,4241.3,1686.92,0.04
1969,2028-05-22,1969,9,Premium,89,29169.75,1165.95,28003.8,5961.17,0.03
1970,2028-05-23,1970,14,Premium,56,11242.56,848.31,10394.25,3857.37,0.06
1971,2028-05-24,1971,20,Budget,61,13840.9,534.48,13306.42,2857.73,0.01
1972,2028-05-25,1972,13,Enterprise,70,24226.3,2527.88,21698.42,6878.72,0.05
1973,2028-05-26,1973,1,Premium,94,18957.92,1111.32,17846.6,3101.76,0.08
1974,2028-05-27,1974,4,Budget,86,31237.78,2904.55,28333.23,7941.77,0.03
1975,2028-05-28,1975,2,Enterprise,55,20314.8,215.34,20099.46,9041.71,0.1
1976,2028-05-29,1976,17,Budget,70,9629.9,630.81,8999.09,2376.39,0.04
1977,2028-05-30,1977,8,Premium,85,40342.7,5096.92,35245.78,14120.73,0.05
1978,2028-05-31,1978,14,Budget,78,8771.1,1133.01,7638.09,1969.05,0.03
1979,2028-06-01,1979,10,Budget,27,11104.83,1636.18,9468.65,1985.6,0.02
1980,2028-06-02,1980,19,Budget,95,42644.55,3156.92,39487.630000000005,8712.38,0.05
1981,2028-06-03,1981,14,Budget,94,27180.1,1586.36,25593.739999999998,5943.04,0.08
1982,2028-06-04,1982,15,Premium,60,8742.6,953.66,7788.9400000000005,1753.54,0.06
1983,2028-06-05,1983,18,Enterprise,56,4631.2,320.95,4310.25,1298.01,0.02
1984,2028-06-06,1984,8,Enterprise,34,9075.62,934.7,8140.920000000001,2933.82,0.08
1985,2028-06-07,1985,10,Premium,81,37939.59,1309.8,36629.78999999999,12356.52,0.06
1986,2028-06-08,1986,14,Enterprise,80,34068.8,3538.02,30530.780000000002,4465.18,0.06
1987,2028-06-09,1987,20,Enterprise,32,10019.2,1413.54,8605.66,2450.14,0.03
1988,2028-06-10,1988,17,Enterprise,36,13902.48,1327.67,12574.81,4388.05,0.08
1989,2028-06-11,1989,13,Budget,63,16829.82,1136.48,15693.34,4580.14,0.02
1990,2028-06-12,1990,7,Premium,98,11294.5,1453.74,9840.76,2314.36,0.07
1991,2028-06-13,1991,8,Premium,43,7563.7,948.83,6614.87,2058.16,0.03
1992,2028-06-14,1992,1,Enterprise,90,7079.4,602.33,6477.07,2512.57,0.05
1993,2028-06-15,1993,11,Budget,9,1489.05,45.52,1443.53,600.95,0.05
1994,2028-06-16,1994,10,Enterprise,48,22509.12,2014.75,20494.37,6429.89,0.04
1995,2028-06-17,1995,6,Premium,43,16493.08,2373.72,14119.360000000002,5220.94,0.05
1996,2028-06-18,1996,4,Budget,50,21687.5,621.39,21066.11,6982.61,0.08
1997,2028-06-19,1997,20,Budget,18,6898.14,346.08,6552.06,2948.46,0.03
1998,2028-06-20,1998,1,Premium,95,7217.15,463.31,6753.839999999999,1806.24,0.07
1999,2028-06-21,1999,15,Budget,48,3625.92,84.59,3541.33,1262.77,0.1
2000,2028-06-22,2000,12,Enterprise,28,3501.68,64.93,3436.75,1504.19,0.07
2001,2028-06-23,2001,8,Premium,20,3386.2,362.7,3023.5,390.1,0.06
2002,2028-06-24,2002,9,Enterprise,65,20800.65,2967.78,17832.870000000003,2817.22,0.07
2003,2028-06-25,2003,13,Budget,69,16601.4,296.59,16304.810000000001,6539.24,0.02
2004,2028-06-26,2004,14,Premium,73,6175.07,299.57,5875.5,2591.23,0.03
2005,2028-06-27,2005,10,Enterprise,54,18214.2,428.53,17785.670000000002,4471.97,0.08
2006,2028-06-28,2006,7,Enterprise,67,32732.85,2698.12,30034.73,4269.88,0.05
2007,2028-06-29,2007,9,Budget,79,15283.34,1593.9,13689.44,5155.07,0.1
2008,2028-06-30,2008,5,Budget,52,11970.4,1093.39,10877.01,2132.69,0.1
2009,2028-07-01,2009,15,Budget,47,17969.04,578.63,17390.41,4817.44,0.08
2010,2028-07-02,2010,12,Premium,76,28900.52,3421.47,25479.05,5920.45,0.06
2011,2028-07-03,2011,6,Enterprise,60,21097.2,1099.8,19997.4,6475.8,0.07
2012,2028-07-04,2012,3,Enterprise,91,25317.11,3788.96,21528.15,1844.85,0.03
2013,2028-07-05,2013,8,Premium,35,6212.85,530.55,5682.3,971.3,0.05
2014,2028-07-06,2014,15,Budget,73,9053.46,683.63,8369.83,3410.94,0.02
2015,2028-07-07,2015,14,Enterprise,46,15268.78,2177.81,13090.970000000001,1786.01,0.04
2016,2028-07-08,2016,14,Budget,44,17204.88,1584.9,15619.980000000001,4993.54,0.02
2017,2028-07-09,2017,20,Premium,63,7842.24,438.19,7404.05,1826.66,0.1
2018,2028-07-10,2018,17,Budget,104,44600.4,2483.41,42116.990000000005,14154.51,0.09
2019,2028-07-11,2019,12,Enterprise,56,3768.8,352.94,3415.86,1365.14,0.01
2020,2028-07-12,2020,13,Budget,81,7583.22,331.39,7251.83,1654.73,0.05
2021,2028-07-13,2021,7,Enterprise,51,20730.99,289.86,20441.13,7287.21,0.06
2022,2028-07-14,2022,4,Enterprise,34,3103.86,316.73,2787.13,926.99,0.06
2023,2028-07-15,2023,7,Enterprise,34,5528.4,523.15,5005.25,2183.59,0.03
2024,2028-07-16,2024,19,Premium,28,13989.08,861.97,13127.11,4893.99,0.09
2025,2028-07-17,2025,5,Premium,88,42856.0,3171.87,39684.13,9379.57,0.06
2026,2028-07-18,2026,9,Budget,81,17955.27,1502.77,16452.5,6786.77,0.04
2027,2028-07-19,2027,10,Enterprise,77,26341.7,2732.37,23609.33,2810.09,0.09
2028,2028-07-20,2028,9,Enterprise,92,31732.64,1830.23,29902.41,8297.13,0.04
2029,2028-07-21,2029,17,Enterprise,37,10199.79,1149.53,9050.26,2412.83,0.09
2030,2028-07-22,2030,9,Premium,34,3736.26,552.09,3184.17,428.47,0.08
2031,2028-07-23,2031,2,Enterprise,51,22408.89,2680.44,19728.45,6750.48,0.09
2032,2028-07-24,2032,18,Budget,100,49153.0,3054.38,46098.62,18876.62,0.06
2033,2028-07-25,2033,2,Budget,69,23345.46,2615.6,20729.86,4418.26,0.09
2034,2028-07-26,2034,14,Budget,45,11553.3,1151.8,10401.5,1282.25,0.02
2035,2028-07-27,2035,19,Premium,42,7399.14,861.54,6537.6,959.16,0.02
2036,2028-07-28,2036,13,Premium,66,29317.86,1188.88,28128.98,7270.34,0.07
2037,2028-07-29,2037,19,Enterprise,80,29873.6,3689.22,26184.379999999997,10794.78,0.06
2038,2028-07-30,2038,7,Enterprise,68,4713.76,320.09,4393.67,986.87,0.07
2039,2028-07-31,2039,10,Premium,38,14581.36,160.79,14420.57,2818.79,0.01
2040,2028-08-01,2040,4,Enterprise,76,30546.68,3122.64,27424.04,8659.64,0.1
2041,2028-08-02,2041,8,Budget,44,10790.12,299.05,10491.070000000002,3693.51,0.04
2042,2028-08-03,2042,19,Premium,110,38611.1,4163.83,34447.27,8001.07,0.07
2043,2028-08-04,2043,8,Enterprise,21,9192.12,696.98,8495.140000000001,2173.51,0.04
2044,2028-08-05,2044,20,Premium,37,3914.23,247.54,3666.69,849.14,0.08
2045,2028-08-06,2045,6,Budget,54,13656.6,804.01,12852.59,1995.89,0.08
2046,2028-08-07,2046,16,Enterprise,71,21694.05,1260.94,20433.11,6659.82,0.07
2047,2028-08-08,2047,4,Enterprise,41,19351.18,1965.67,17385.510000000002,3924.8,0.05
2048,2028-08-09,2048,16,Budget,70,4774.0,254.16,4519.84,956.84,0.02
2049,2028-08-10,2049,14,Enterprise,56,5555.76,535.7,5020.06,585.98,0.06
2050,2028-08-11,2050,19,Budget,52,12392.64,170.16,12222.48,5458.84,0.04
2051,2028-08-12,2051,12,Budget,65,4702.1,305.5,4396.6,901.55,0.03
2052,2028-08-13,2052,11,Enterprise,66,4606.8,121.94,4484.860000000001,1165.72,0.07
2053,2028-08-14,2053,11,Budget,29,12154.77,1129.76,11025.01,2518.44,0.07
2054,2028-08-15,2054,11,Enterprise,35,14681.1,1681.2,12999.9,3942.95,0.05
2055,2028-08-16,2055,4,Premium,42,5208.0,226.47,4981.53,1712.25,0.09
2056,2028-08-17,2056,4,Budget,87,5734.17,338.52,5395.65,2395.02,0.05
2057,2028-08-18,2057,13,Enterprise,53,10707.59,1443.85,9263.74,2647.75,0.04
2058,2028-08-19,2058,2,Premium,78,23514.66,1208.78,22305.88,9307.96,0.03
2059,2028-08-20,2059,3,Budget,81,4885.11,605.55,4279.5599999999995,1007.97,0.02
2060,2028-08-21,2060,10,Enterprise,70,8398.6,313.34,8085.26,2315.86,0.04
2061,2028-08-22,2061,8,Premium,36,15010.56,425.36,14585.199999999999,6939.88,0.09
2062,2028-08-23,2062,18,Budget,51,20045.04,2951.07,17093.97,5817.36,0.07
2063,2028-08-24,2063,3,Premium,52,24598.6,345.22,24253.379999999997,8160.94,0.09
2064,2028-08-25,2064,7,Budget,67,13257.96,1114.62,12143.34,3606.2,0.04
2065,2028-08-26,2065,20,Enterprise,69,5513.1,430.9,5082.200000000001,1870.94,0.1
2066,2028-08-27,2066,6,Budget,38,9094.16,125.49,8968.67,2423.55,0.06
2067,2028-08-28,2067,12,Budget,28,6307.0,138.52,6168.48,1747.84,0.07
2068,2028-08-29,2068,9,Premium,47,11943.17,587.0,11356.17,4210.29,0.03
2069,2028-08-30,2069,10,Budget,34,6825.84,591.7,6234.14,1393.9,0.08
2070,2028-08-31,2070,17,Premium,71,17716.63,1134.4,16582.23,5114.31,0.1
2071,2028-09-01,2071,15,Enterprise,69,19198.56,2729.38,16469.18,6544.91,0.02
2072,2028-09-02,2072,8,Premium,73,13871.46,582.7,13288.759999999998,2881.88,0.07
2073,2028-09-03,2073,9,Budget,89,42028.47,4732.27,37296.2,3965.7,0.05
2074,2028-09-04,2074,15,Enterprise,103,47180.18,2373.23,44806.95,11079.6,0.03
